147941492,5333888
147941492,71026438
147941492,70777735
147941492,23961096
147941492,51302665
147941492,86875149
147941492,144724862
147941492,205583383
147941492,134790039
147941492,52415138
147941492,204149028
147941492,7616036
147941492,203742758
147941492,192712485
147941492,114753963
147941492,95619116
147941492,87566256
147941492,84226482
147941492,9535411
147941492,52097335
147941492,48207159
147941492,55372731
147941492,23857471
147941492,72624961
147941492,208806468
147941492,130930377
147941492,195350861
147941492,76151932
147941492,43652561
147941492,11290324
147941492,204834774
147941492,12282583
147941492,137593433
147941492,70951516
147941492,88732127
147941492,213411810
147941492,160879331
147941492,77675748
147941492,154598501
147941492,9249641
147941492,101092594
147941492,203029875
147941492,29815158
147941492,221050
147941492,80060796
147941492,70721021
147941492,173237758
147941492,213526271
